train_loss	train_acc	val_loss	val_acc
7.367974140167236	0.034446	6.054445781059266	0.07940000000000001
5.2584493869247435	0.145916	5.567523256988525	0.12062
4.282477303810119	0.248272	5.577911500167847	0.13149000000000002
3.537527398540497	0.344254	5.8661914701461795	0.12952000000000002
2.921706961669922	0.4342	6.383251748504638	0.11960000000000001
2.437422453765869	0.5108	6.8327537317276	0.11263000000000001
2.068687984296322	0.571526	7.822552662887573	0.11199
0.9103742298076302	0.799692	8.295125012626649	0.13892000000000002
0.6902280691601336	0.845866	8.60587260131836	0.1414
0.5681789809546601	0.871556	8.930047423171997	0.14090000000000003
0.47839339370786355	0.890716	9.436523567733765	0.14236000000000001
0.40407549661490133	0.905984	10.025644153594971	0.14343
0.33964175839907534	0.91928	10.408360578231811	0.14175000000000001
0.28668364837782967	0.931078	10.912449362945557	0.14327
0.22250215998622902	0.9460219999999999	11.232847671737671	0.14509000000000002
0.21277742969144037	0.948174	11.42567394241333	0.14549
0.20480154410581675	0.950198	11.462171780967713	0.14657
0.19702937168834847	0.95172	11.599970464057922	0.14696
0.1912921335671501	0.9531759999999999	11.699121475448608	0.14713
0.1868548561013396	0.95422	11.805399683532714	0.14635
