train_loss	train_acc	val_loss	val_acc
7.720575290496826	0.023067999999999998	5.281620159988403	0.10335000000000001
4.5225322278747555	0.18451199999999998	3.646871333694458	0.27790000000000004
3.3329774508285523	0.334578	3.020317032814026	0.37400000000000005
2.7255570839691163	0.43047799999999997	2.7066444704437256	0.42784000000000005
2.3349761160507203	0.49752199999999996	2.508400698738098	0.46379000000000004
2.0479284021606445	0.549516	2.365229696044922	0.48813000000000006
1.8202938767623902	0.591658	2.285669374256134	0.50307
1.4355099847984314	0.6847719999999999	2.113558906173706	0.54246
1.3664336941566468	0.7013699999999999	2.0928529244995118	0.54595
1.3361444358711243	0.7078019999999999	2.080367098751068	0.5493300000000001
1.3103811191902162	0.7130599999999999	2.0733084201812746	0.5504600000000001
1.2882790333003997	0.717756	2.0731280157470704	0.5504800000000001
1.263768178642273	0.723564	2.070147414264679	0.55135
1.2435108524188996	0.727016	2.0575370553016663	0.5522
1.206764792476654	0.7373419999999999	2.050030542907715	0.5555300000000001
1.2000729342536927	0.738548	2.044661557483673	0.5553800000000001
1.1965631292858123	0.7395999999999999	2.0481480508613585	0.55581
1.192380484128952	0.741062	2.0480939670944216	0.5551
1.1916619134292603	0.740692	2.0456812849807737	0.5561900000000001
1.1886572132377624	0.7406999999999999	2.0432819782447815	0.5565800000000001
